"This file contains political files uploaded by KYW-TV during the years 2014 as of 2014-11-06 16:30:29.302013. This station serves PHILADELPHIA, PA in the PHILADELPHIA market and FCC's partyName--generally the owner-- is CBS BROADCASTING INC.. FCC records give the rfChannel as 26, virtualChannel as 3 and network affiiliate as CBS."
filetype,order_number,print_date,agency_name,advertiser_name,agency_contact,product,flight_date_start,flight_date_end,number_of_spots,gross_amount,file_url,upload_time,callsign,file_size,fcc_id,pdf_location,txt_location,Tagged,Producer,Creator,Encrypted,Author,File size,Optimized,PDF version,Title,Page size,CreationDate,Pages
contract,1041-91549-2,09/03/14,BUYING TIME,JOHN KANE FOR STATE SENATE,Kathryn Welsh, D-STATE SENATE,09/03/14,09/09/14,10,2955.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91549%20STATE%20TRACT%20%2814122802661819%29.pdf,2014-09-04 09:57:00,KYW-TV,76.92 Kb,14122802661819,pdfs/14122802661819.pdf,txts/14122802661819.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,78770 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Sep  4 08:55:51 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91560%20STATE%20INVOICE%20%2814122802732670%29.pdf,2014-09-19 14:56:00,KYW-TV,46.81 Kb,14122802732670,pdfs/14122802732670.pdf,txts/14122802732670.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,47936 bytes,yes,1.6,,792 x 612 pts (letter),Fri Sep 19 14:53:16 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91560%20STATE%20ORDER%20%2814122802807470%29.pdf,2014-09-04 09:57:00,KYW-TV,24.32 Kb,14122802807470,pdfs/14122802807470.pdf,txts/14122802807470.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,24906 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Sep  4 08:56:30 2014,1
contract,1041-91560-1,09/03/14,BUYING TIME,JOHN KANE FOR STATE SENATE,Kathryn Welsh, D-STATE SENATE,09/04/14,09/09/14,5,3375.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91560%20STATE%20TRACT%20%2814122802952114%29.pdf,2014-09-04 09:57:00,KYW-TV,76.50 Kb,14122802952114,pdfs/14122802952114.pdf,txts/14122802952114.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,78341 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Sep  4 08:57:02 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91648%20STATE%20INVOICE%20%2814122802055353%29.pdf,2014-10-02 16:03:00,KYW-TV,63.70 Kb,14122802055353,pdfs/14122802055353.pdf,txts/14122802055353.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,65228 bytes,yes,1.6,,792 x 612 pts (letter),Thu Oct  2 16:00:14 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91648%20STATE%20ORDER%20%2814122803075468%29.pdf,2014-09-10 10:02:00,KYW-TV,33.08 Kb,14122803075468,pdfs/14122803075468.pdf,txts/14122803075468.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,33869 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Sep 10 09:57:37 2014,3
contract,1041-91648-1,09/10/14,BUYING TIME,JOHN KANE FOR STATE SENATE, , D-PA STATE SENATE,09/10/14,09/16/14,19,7365.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91648%20STATE%20TRACT%20%2814122803139720%29.pdf,2014-09-10 10:02:00,KYW-TV,83.19 Kb,14122803139720,pdfs/14122803139720.pdf,txts/14122803139720.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85191 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Sep 10 09:58:24 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91736%20STATE%20INVOICE%20%2814122802057850%29.pdf,2014-10-02 16:03:00,KYW-TV,64.03 Kb,14122802057850,pdfs/14122802057850.pdf,txts/14122802057850.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,65569 bytes,yes,1.6,,792 x 612 pts (letter),Thu Oct  2 15:59:14 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91736%20STATE%20ORDER%20%2814122803202431%29.pdf,2014-09-17 10:43:00,KYW-TV,31.08 Kb,14122803202431,pdfs/14122803202431.pdf,txts/14122803202431.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,31824 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Sep 17 09:17:22 2014,2
contract,1041-91736-1,09/16/14,BUYING TIME,JOHN KANE FOR STATE SENATE,Kathryn Welsh, D-PA STATE SENATE,09/17/14,09/23/14,22,8250.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91736%20STATE%20TRACT%20%2814122803272825%29.pdf,2014-09-17 10:43:00,KYW-TV,83.40 Kb,14122803272825,pdfs/14122803272825.pdf,txts/14122803272825.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85406 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Sep 17 09:18:45 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91889%20STATE%20INVOICE1%20%2814133123164939%29.pdf,2014-10-14 14:45:00,KYW-TV,58.98 Kb,14133123164939,pdfs/14133123164939.pdf,txts/14133123164939.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,60394 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 14:43:45 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91889%20STATE%20INVOICE2%20%2814133123157510%29.pdf,2014-10-14 14:45:00,KYW-TV,51.71 Kb,14133123157510,pdfs/14133123157510.pdf,txts/14133123157510.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,52955 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 14:44:11 2014,3
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91889%20STATE%20ORDER%20%2814122803342694%29.pdf,2014-09-25 13:03:00,KYW-TV,35.58 Kb,14122803342694,pdfs/14122803342694.pdf,txts/14122803342694.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,36438 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Sep 25 09:17:50 2014,3
contract,1041-91889-1,09/24/14,BUYING TIME,JOHN KANE FOR STATE SENATE,Kathryn Welsh, D-PA STATE SENATE,09/24/14,09/30/14,25,11675.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD91889%20STATE%20TRACT%20%2814122803407592%29.pdf,2014-09-25 13:03:00,KYW-TV,84.13 Kb,14122803407592,pdfs/14122803407592.pdf,txts/14122803407592.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,86149 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Sep 25 09:19:07 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92019%20STATE%20INVOICE%20%2814133123154790%29.pdf,2014-10-14 14:45:00,KYW-TV,70.69 Kb,14133123154790,pdfs/14133123154790.pdf,txts/14133123154790.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,72390 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 14:44:28 2014,6
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92019%20STATE%20ORDER%20%2814122803551244%29.pdf,2014-10-01 12:57:00,KYW-TV,34.27 Kb,14122803551244,pdfs/14122803551244.pdf,txts/14122803551244.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,35091 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Oct  1 10:31:03 2014,3
contract,1041-92019-1,09/30/14,BUYING TIME,JOHN KANE FOR STATE SENATE, , D PA STATE SENATE,10/01/14,10/07/14,30,15300.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92019%20STATE%20TRACT%20%2814122803630454%29.pdf,2014-10-01 12:57:00,KYW-TV,83.36 Kb,14122803630454,pdfs/14122803630454.pdf,txts/14122803630454.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85363 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Oct  1 10:31:35 2014,2
contract,1041-92137-1,10/08/14,BUYING TIME,JOHN KANE FOR STATE SENATE, , D-PA STATE SENATE,10/08/14,10/14/14,84,46250.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92137%20STATE%20CONTRACT%20%2814127856730830%29.pdf,2014-10-08 12:27:00,KYW-TV,97.25 Kb,14127856730830,pdfs/14127856730830.pdf,txts/14127856730830.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,99588 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Oct  8 12:00:42 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92137%20STATE%20INVOICE%20%2814152203206610%29.pdf,2014-11-05 15:45:00,KYW-TV,113.03 Kb,14152203206610,pdfs/14152203206610.pdf,txts/14152203206610.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,115738 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 15:42:38 2014,14
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92137%20STATE%20ORDER%20%2814127856727574%29.pdf,2014-10-08 12:27:00,KYW-TV,45.98 Kb,14127856727574,pdfs/14127856727574.pdf,txts/14127856727574.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,47085 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Oct  8 12:00:07 2014,5
contract,1041-92202-1,10/14/14,BUYING TIME,JOHN KANE FOR STATE SENATE, , D-PA STATE SENATE,10/15/14,10/21/14,85,44825.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92202%20STATE%20CONTRACT%20%2814133806643286%29.pdf,2014-10-15 09:44:00,KYW-TV,96.55 Kb,14133806643286,pdfs/14133806643286.pdf,txts/14133806643286.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,98864 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Oct 15 09:06:50 2014,4
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92202%20STATE%20INVOICE%20%2814152203204464%29.pdf,2014-11-05 15:45:00,KYW-TV,113.83 Kb,14152203204464,pdfs/14152203204464.pdf,txts/14152203204464.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,116565 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 15:41:22 2014,14
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92202%20STATE%20ORDER%20%2814133806640765%29.pdf,2014-10-15 09:44:00,KYW-TV,43.13 Kb,14133806640765,pdfs/14133806640765.pdf,txts/14133806640765.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,44161 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Oct 15 09:06:14 2014,5
contract,1041-92271-1,10/21/14,BUYING TIME,JOHN KANE FOR STATE SENATE, , D-PA STATE SENATE,10/22/14,10/22/14,11,7020.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92271%20STATE%20CONTRACT%20%2814139860345981%29.pdf,2014-10-22 09:53:00,KYW-TV,82.45 Kb,14139860345981,pdfs/14139860345981.pdf,txts/14139860345981.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,84433 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Wed Oct 22 09:00:56 2014,2
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92271%20STATE%20INVOICE1%20%2814152203189374%29.pdf,2014-11-05 15:45:00,KYW-TV,91.99 Kb,14152203189374,pdfs/14152203189374.pdf,txts/14152203189374.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,94197 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 15:41:52 2014,10
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92271%20STATE%20INVOICE2%20%2814152203187199%29.pdf,2014-11-05 15:45:00,KYW-TV,65.36 Kb,14152203187199,pdfs/14152203187199.pdf,txts/14152203187199.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,66930 bytes,yes,1.6,,792 x 612 pts (letter),Wed Nov  5 15:42:18 2014,5
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92271%20STATE%20ORDER%20%2814139860342225%29.pdf,2014-10-22 09:53:00,KYW-TV,30.85 Kb,14139860342225,pdfs/14139860342225.pdf,txts/14139860342225.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,31590 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Wed Oct 22 09:00:15 2014,2
contract,1041-92423-1,10/27/14,BUYING TIME,JOHN KANE FOR STATE SENATE, , D-PA STATE SENATE,10/28/14,10/28/14,12,7480.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92423%20STATE%20CONTRACT%20%2814145155581994%29.pdf,2014-10-28 12:59:00,KYW-TV,83.17 Kb,14145155581994,pdfs/14145155581994.pdf,txts/14145155581994.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,85169 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Tue Oct 28 12:29:50 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/JOHN%20KANE/KYW%20JOHN%20KANE%20D%20STATE%2DSENATE%2DPA%2DSD%2D26%20ORD92423%20STATE%20ORDER%20%2814145155578495%29.pdf,2014-10-28 12:59:00,KYW-TV,32.03 Kb,14145155578495,pdfs/14145155578495.pdf,txts/14145155578495.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,32796 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Tue Oct 28 12:29:14 2014,3
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20BASEFILE%20STATE%20NAB%20%2814116646372012%29.pdf,2014-09-25 13:03:00,KYW-TV,1.55 Mb,14116646372012,pdfs/14116646372012.pdf,txts/14116646372012.txt,no,Mac OS X 10.9.4 Quartz PDFContext,Preview,no,Scott Franklin,1622327 bytes,yes,1.3,,612 x 792 pts (letter),Thu Sep  4 16:57:03 2014,2
other,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20BASEFILE%20STATE%20PIQ%20%2814116646348661%29.pdf,2014-09-25 13:03:00,KYW-TV,57.19 Kb,14116646348661,pdfs/14116646348661.pdf,txts/14116646348661.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,58559 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Sep 25 09:41:46 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20ORD91721%20STATE%20INVOICE%20%2814116646351435%29.pdf,2014-09-25 13:03:00,KYW-TV,41.20 Kb,14116646351435,pdfs/14116646351435.pdf,txts/14116646351435.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,42187 bytes,yes,1.4,,792 x 612 pts (letter),Thu Sep 25 09:33:09 2014,1
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20ORD91721%20STATE%20ORDER%20%2814116646353719%29.pdf,2014-09-25 13:03:00,KYW-TV,22.56 Kb,14116646353719,pdfs/14116646353719.pdf,txts/14116646353719.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,23099 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Sep 25 09:30:57 2014,1
contract,1041-91721-1,09/15/14,STRATEGIC MEDIA PLACEMENT,TOM MCGARRIGLE FOR SENATE, , 3951,09/16/14,09/18/14,2,1800.00,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20ORD91721%20STATE%20TRACT%20%2814116646363953%29.pdf,2014-09-25 13:03:00,KYW-TV,75.99 Kb,14116646363953,pdfs/14116646363953.pdf,txts/14116646363953.txt,no,Nitro PDF PrimoPDF,PrimoPDF http://www.primopdf.com,no,dhobson,77817 bytes,no,1.3,WWJ SENATE MAJORITY PAC D NA BASEFILE ISSUE PIQ ADDENDUM,612 x 792 pts (letter),Thu Sep 25 09:32:33 2014,1
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20ORD91894%20STATE%20INVOICE1%20%2814133056399877%29.pdf,2014-10-14 12:54:00,KYW-TV,51.38 Kb,14133056399877,pdfs/14133056399877.pdf,txts/14133056399877.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,52615 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 12:42:59 2014,3
invoice,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20ORD91894%20STATE%20INVOICE2%20%2814133056397401%29.pdf,2014-10-14 12:53:00,KYW-TV,46.13 Kb,14133056397401,pdfs/14133056397401.pdf,txts/14133056397401.txt,no,PDFsharp 1.2.1269-g (www.pdfsharp.com),PDFsharp 1.2.1269-g (www.pdfsharp.com),no,,47241 bytes,yes,1.6,,792 x 612 pts (letter),Tue Oct 14 12:43:52 2014,2
order,,,,,,,,,,,https://stations.fcc.gov/collect/files/25453/Political%20File/2014/State/PENNSYLVANIA/STATE%20SENATE/PA%2DSD%2D26/TOM%20MCGARRIGLE/KYW%20TOM%20MCGARRIGLE%20R%20STATE%2DSENATE%2DPA%2DCD%2D26%20ORD91894%20STATE%20ORDER%20%2814116646355093%29.pdf,2014-09-25 13:03:00,KYW-TV,30.02 Kb,14116646355093,pdfs/14116646355093.pdf,txts/14116646355093.txt,no,Microsoft Reporting Services PDF Rendering Extension 10.0.0.0,Microsoft Reporting Services 10.0.0.0,no,,30744 bytes,yes,1.3,Order Item Summary Multi,612 x 792 pts (letter),Thu Sep 25 09:22:38 2014,2
